ADDRESS,POINTS
22V 10221 TUSCANY BV NW,-11410.240 8457.157|-11410.254 8459.659|-11415.644 8459.637|-11415.637 8457.135
23V 10221 TUSCANY BV NW,-11410.233 8454.655|-11410.240 8457.157|-11415.637 8457.135|-11415.623 8454.633
24V 10221 TUSCANY BV NW,-11410.219 8452.164|-11410.233 8454.655|-11415.623 8454.633|-11415.609 8452.142
25V 10221 TUSCANY BV NW,-11410.212 8449.662|-11410.219 8452.164|-11415.609 8452.142|-11415.602 8449.640
26V 10221 TUSCANY BV NW,-11410.198 8447.161|-11410.212 8449.662|-11415.602 8449.640|-11415.588 8447.138
27V 10221 TUSCANY BV NW,-11410.191 8444.670|-11410.198 8447.161|-11415.588 8447.138|-11415.581 8444.648|-11414.581 8444.648
28V 10221 TUSCANY BV NW,-11409.933 8383.468|-11409.940 8385.970|-11414.623 8385.948|-11415.329 8385.948|-11415.322 8383.446
29V 10221 TUSCANY BV NW,-11409.919 8380.966|-11409.933 8383.468|-11415.322 8383.446|-11415.308 8380.944
30V 10221 TUSCANY BV NW,-11409.912 8378.475|-11409.919 8380.966|-11415.308 8380.944|-11415.301 8378.442
31V 10221 TUSCANY BV NW,-11409.898 8375.974|-11409.912 8378.475|-11415.301 8378.442|-11415.287 8375.951
32V 10221 TUSCANY BV NW,-11409.891 8373.483|-11409.898 8375.974|-11415.287 8375.951|-11415.280 8373.449|-11414.567 8373.449
33V 10221 TUSCANY BV NW,-11432.673 8269.260|-11435.413 8269.249|-11438.160 8269.238|-11438.153 8266.747|-11432.666 8266.758
34V 10221 TUSCANY BV NW,-11432.666 8266.758|-11438.153 8266.747|-11438.146 8264.245|-11432.652 8264.256
35V 10221 TUSCANY BV NW,-11432.645 8261.765|-11432.652 8264.256|-11438.146 8264.245|-11438.139 8261.743
36V 10221 TUSCANY BV NW,-11432.638 8259.263|-11432.645 8261.765|-11438.139 8261.743|-11438.125 8259.252
37V 10221 TUSCANY BV NW,-11432.638 8259.263|-11438.125 8259.252|-11438.118 8256.750|-11432.631 8256.762
38V 10221 TUSCANY BV NW,-11427.619 8250.790|-11427.639 8256.283|-11430.135 8256.272|-11430.114 8250.779
39V 10221 TUSCANY BV NW,-11425.123 8250.790|-11425.144 8256.283|-11427.639 8256.283|-11427.619 8250.790
40V 10221 TUSCANY BV NW,-11422.627 8250.801|-11422.648 8256.294|-11425.144 8256.283|-11425.123 8250.790
41V 10221 TUSCANY BV NW,-11420.132 8250.813|-11420.153 8256.306|-11422.648 8256.294|-11422.627 8250.801
42V 10221 TUSCANY BV NW,-11417.657 8256.317|-11420.153 8256.306|-11420.132 8250.813|-11417.636 8250.813
43V 10221 TUSCANY BV NW,-11415.141 8250.824|-11415.161 8256.317|-11417.657 8256.317|-11417.636 8250.813
44V 10221 TUSCANY BV NW,-11412.645 8250.835|-11412.666 8256.328|-11415.161 8256.317|-11415.141 8250.824
45V 10221 TUSCANY BV NW,-11410.149 8250.835|-11410.170 8256.339|-11412.666 8256.328|-11412.645 8250.835
46V 10221 TUSCANY BV NW,-11410.149 8250.835|-11407.654 8250.846|-11407.668 8256.339|-11410.170 8256.339
6V 10221 TUSCANY BV NW,-11422.334 8558.022|-11424.242 8559.345|-11424.627 8559.623|-11427.814 8555.153|-11427.290 8554.764|-11425.521 8553.552
7V 10221 TUSCANY BV NW,-11420.006 8556.287|-11422.334 8558.022|-11425.521 8553.552|-11423.361 8551.940
8V 10221 TUSCANY BV NW,-11417.741 8554.475|-11420.006 8556.287|-11423.361 8551.940|-11421.271 8550.261
9V 10221 TUSCANY BV NW,-11421.271 8550.261|-11419.244 8548.493|-11415.560 8552.562|-11417.741 8554.475
5V 10221 TUSCANY BV NW,-11424.627 8559.623|-11426.032 8560.657|-11427.087 8561.436|-11430.275 8556.966|-11429.024 8556.043|-11427.814 8555.153
4V 10221 TUSCANY BV NW,-11429.240 8562.881|-11430.457 8563.582|-11431.701 8564.249|-11434.225 8559.367|-11433.120 8558.778|-11432.037 8558.155
94V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
95V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
96V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
97V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
98V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
99V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
100V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
101V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
102V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
103V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
104V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
105V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
106V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
107V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
108V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
109V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
110V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
111V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
112V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
113V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
114V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
115V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
116V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
117V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
118V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
119V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
120V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
121V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
122V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
123V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
124V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
125V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
126V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
127V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
128V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
129V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
130V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
131V 10221 TUSCANY BV NW,-11415.847 8507.161|-11415.909 8522.662|-11426.367 8522.629|-11462.781 8551.673|-11473.273 8548.148|-11494.126 8548.081|-11503.647 8554.786|-11507.296 8549.627|-11511.120 8544.189|-11527.757 8520.527|-11530.413 8493.295|-11513.699 8454.533|-11414.721 8466.675|-11410.289 8467.209|-11410.338 8479.707|-11414.728 8479.685|-11415.728 8479.685|-11415.742 8482.187|-11415.749 8484.678|-11415.763 8487.180|-11415.770 8489.682|-11415.784 8492.172|-11415.791 8494.674|-11415.805 8497.176|-11415.812 8499.667|-11415.826 8502.169|-11415.833 8504.671
