ADDRESS,POINTS
223V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
224V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
225V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
226V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
227V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
228V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
229V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
230V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
231V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
232V 25 ASPENMONT HT SW,-9948.294 -1069.657|-9944.833 -1071.325|-9944.351 -1070.313|-9941.247 -1071.803|-9939.751 -1068.668|-9938.808 -1069.124|-9933.495 -1057.982|-9939.975 -1054.868|-9936.906 -1048.441|-9937.766 -1045.183|-9941.520 -1041.036|-9992.690 -1018.897|-9995.018 -1017.818|-9997.283 -1016.617|-9999.485 -1015.305|-10001.617 -1013.893|-10003.679 -1012.359|-10005.651 -1010.724|-10007.538 -1008.989|-10009.335 -1007.155|-10038.051 -1027.014|-10026.014 -1034.420|-10009.083 -1044.839|-9948.825 -1070.903
