ADDRESS,POINTS
120 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
121 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
122 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
123 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
124 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
220 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
221 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
222 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
223 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
224 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
312 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
313 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
314 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
315 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
316 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
317 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
318 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
319 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
320 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
321 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
322 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
323 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
324 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
412 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
413 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
414 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
415 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
416 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
417 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
418 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
419 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
420 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
421 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
422 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
423 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
424 619 CONFLUENCE WY SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
307 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
305 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
303 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
301 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
302 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
304 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
306 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
308 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
310 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
311 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
309 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
407 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
405 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
403 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
401 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
402 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
404 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
406 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
408 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
410 550 RIVERFRONT AV SE,1526.588 -53.858|1519.102 -51.757|1511.608 -49.655|1504.114 -47.554|1496.627 -45.452|1489.133 -43.350|1481.640 -41.249|1474.153 -39.136|1470.958 -38.247|1466.435 -41.527|1464.261 -90.041|1468.546 -94.745|1471.629 -94.878|1479.207 -95.223|1486.778 -95.568|1494.355 -95.912|1501.926 -96.246|1509.504 -96.591|1517.074 -96.935|1524.624 -97.280|1525.260 -83.247|1525.540 -77.065|1525.742 -72.561
